Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,115.91000366210938,115.9800033569336,114.69999694824219,114.81999969482422,89.6153335571289,78500
2009-01-05,115.16000366210938,115.19999694824219,114.69999694824219,114.9000015258789,89.67776489257812,487100
2009-01-06,114.54000091552734,115.16000366210938,114.3499984741211,115.01000213623047,89.76365661621094,363700
2009-01-07,114.91000366210938,115.19000244140625,114.7300033569336,115.19000244140625,89.90415954589844,67400
2009-01-08,115.26000213623047,115.45999908447266,115.0,115.41000366210938,90.07588958740234,34800
2009-01-09,115.2300033569336,115.98999786376953,115.2300033569336,115.76000213623047,90.34907531738281,57400
2009-01-12,115.54000091552734,116.12999725341797,115.52999877929688,116.0199966430664,90.55194091796875,61000
2009-01-13,115.79000091552734,116.16000366210938,115.6500015258789,115.97000122070312,90.51297760009766,51500
2009-01-14,116.19999694824219,116.5999984741211,116.19999694824219,116.31999969482422,90.7861328125,87400
2009-01-15,116.2300033569336,116.52999877929688,116.05999755859375,116.16000366210938,90.66121673583984,90100
2009-01-16,115.55000305175781,116.12999725341797,115.5,115.7699966430664,90.35684967041016,33200
2009-01-20,115.06999969482422,115.93000030517578,115.05000305175781,115.79000091552734,90.37247467041016,39000
2009-01-21,115.54000091552734,115.76000213623047,115.19999694824219,115.19999694824219,89.9119873046875,49600
2009-01-22,115.38999938964844,115.38999938964844,114.81999969482422,114.97000122070312,89.732421875,57800
2009-01-23,115.08999633789062,115.08999633789062,114.5199966430664,114.8499984741211,89.6388168334961,104600
2009-01-26,114.75,115.0,114.44999694824219,114.66999816894531,89.49829864501953,70000
2009-01-27,114.76000213623047,115.12000274658203,114.58000183105469,114.98999786376953,89.7480697631836,31300
2009-01-28,115.08999633789062,115.08999633789062,114.1500015258789,114.44000244140625,89.31877899169922,29900
2009-01-29,114.55000305175781,114.55000305175781,113.68000030517578,113.97000122070312,88.95195770263672,63300
2009-01-30,114.08000183105469,114.3499984741211,113.77999877929688,114.08000183105469,89.03781127929688,89900
2009-02-02,113.7699966430664,114.4000015258789,113.62000274658203,114.37000274658203,89.4656982421875,43200
2009-02-03,114.19999694824219,114.19999694824219,113.43000030517578,113.43000030517578,88.73036193847656,63000
2009-02-04,113.33000183105469,113.44999694824219,112.9800033569336,113.37000274658203,88.68346405029297,97900
2009-02-05,113.2699966430664,113.58999633789062,113.0999984741211,113.44999694824219,88.74604797363281,62000
2009-02-06,113.19000244140625,113.38999938964844,112.9800033569336,112.9800033569336,88.37837219238281,52500
2009-02-09,112.8499984741211,113.08000183105469,112.70999908447266,112.83000183105469,88.26105499267578,80100
2009-02-10,113.25,113.97000122070312,113.11000061035156,113.79000091552734,89.01200103759766,86600
2009-02-11,114.0,114.26000213623047,113.87000274658203,113.88999938964844,89.0902328491211,67200
