Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,120.05000305175781,120.44999694824219,116.3499984741211,116.3499984741211,75.757568359375,3464200
2009-01-05,115.5999984741211,116.16000366210938,112.5999984741211,113.3499984741211,73.80421447753906,5395200
2009-01-06,111.62000274658203,113.26000213623047,111.0,112.20999908447266,73.06195831298828,4109300
2009-01-07,111.95999908447266,112.68000030517578,111.4000015258789,112.6500015258789,73.34841918945312,2565600
2009-01-08,112.63999938964844,112.91999816894531,111.98999786376953,112.55999755859375,73.28981018066406,2603600
2009-01-09,111.45999908447266,113.3499984741211,111.2699966430664,112.7300033569336,73.40052032470703,2727900
2009-01-12,111.56999969482422,114.05000305175781,111.56999969482422,113.9000015258789,74.16229248046875,2462800
2009-01-13,113.5,114.08000183105469,112.95999908447266,114.0199966430664,74.24048614501953,1767400
2009-01-14,114.6500015258789,116.04000091552734,114.6500015258789,115.9000015258789,75.46453094482422,2494800
2009-01-15,116.19999694824219,116.91999816894531,115.58000183105469,116.08999633789062,75.5882339477539,2827200
2009-01-16,113.41999816894531,116.08999633789062,113.36000061035156,114.30000305175781,74.42280578613281,2994800
2009-01-20,112.29000091552734,114.62999725341797,112.2300033569336,114.27999877929688,74.40973663330078,3268300
2009-01-21,111.93000030517578,113.04000091552734,110.4000015258789,110.66999816894531,72.05923461914062,2838100
2009-01-22,110.5999984741211,110.7699966430664,107.87999725341797,108.54000091552734,70.67232513427734,4016600
2009-01-23,107.91999816894531,108.31999969482422,106.69000244140625,107.69000244140625,70.1188735961914,2676200
2009-01-26,107.43000030517578,107.81999969482422,106.30000305175781,106.75,69.50682830810547,2240900
2009-01-27,107.80000305175781,109.58999633789062,107.62999725341797,109.26000213623047,71.14111328125,3420800
2009-01-28,109.30999755859375,109.80999755859375,105.72000122070312,106.52999877929688,69.36358642578125,4348100
2009-01-29,105.55999755859375,106.30999755859375,103.66000366210938,104.08000183105469,67.76834106445312,3724400
2009-01-30,104.55000305175781,104.87000274658203,103.44000244140625,103.75,67.55345916748047,2630000
2009-02-02,104.0199966430664,105.68000030517578,103.38999938964844,105.38999938964844,68.81031036376953,2700200
2009-02-03,104.30000305175781,104.83000183105469,102.75,102.87999725341797,67.1715316772461,2846400
2009-02-04,102.75,102.87000274658203,101.62000274658203,102.5199966430664,66.93648529052734,2305400
2009-02-05,103.23999786376953,103.87999725341797,102.20999908447266,102.61000061035156,66.99525451660156,2279500
2009-02-06,102.25,102.86000061035156,101.9000015258789,102.29000091552734,66.78632354736328,1667500
2009-02-09,101.69000244140625,102.66999816894531,101.05999755859375,102.62000274658203,67.00179290771484,2257300
2009-02-10,104.11000061035156,104.95999908447266,103.44999694824219,104.8499984741211,68.45777893066406,3782800
2009-02-11,105.70999908447266,106.5,105.52999877929688,106.20999908447266,69.345703125,2774200
2009-02-12,105.9800033569336,106.18000030517578,104.73999786376953,105.20999908447266,68.69279479980469,1818400
2009-02-13,103.94999694824219,103.94999694824219,102.2300033569336,102.41000366210938,66.86467742919922,2466800
2009-02-17,104.55000305175781,105.66000366210938,104.3499984741211,105.5999984741211,68.94741821289062,2813900
2009-02-18,106.05999755859375,106.55999755859375,104.30000305175781,104.69999694824219,68.35979461669922,2768600
2009-02-19,102.69000244140625,104.05999755859375,102.2300033569336,102.91999816894531,67.19763946533203,3219400
2009-02-20,104.2699966430664,105.16000366210938,103.30000305175781,103.91999816894531,67.85055541992188,4272000
2009-02-23,103.5999984741211,104.87999725341797,103.16999816894531,104.87999725341797,68.4773178100586,2688700
2009-02-24,105.69999694824219,106.68000030517578,104.7699966430664,104.7699966430664,68.405517578125,4197100
2009-02-25,105.23999786376953,105.48999786376953,103.02999877929688,103.55999755859375,67.61553192138672,3908100
2009-02-26,102.87000274658203,103.26000213623047,101.9800033569336,102.47000122070312,66.90385437011719,2611100
2009-02-27,102.56999969482422,103.01000213623047,101.20999908447266,101.87999725341797,66.51860046386719,3267700
2009-03-02,102.22000122070312,103.27999877929688,102.08999633789062,103.27999877929688,67.61992645263672,3302000
2009-03-03,102.2300033569336,103.56999969482422,101.80999755859375,102.58999633789062,67.16812896728516,3084900
2009-03-04,101.48999786376953,102.25,101.16000366210938,102.12000274658203,66.86041259765625,3178400
2009-03-05,104.0199966430664,105.44000244140625,103.44000244140625,104.95999908447266,68.7198257446289,4562400
2009-03-06,104.26000213623047,105.97000122070312,104.08999633789062,104.26000213623047,68.261474609375,3125900
2009-03-09,104.51000213623047,104.55000305175781,103.12000274658203,103.6500015258789,67.86211395263672,2070500
2009-03-10,102.43000030517578,102.75,101.51000213623047,101.66000366210938,66.55921936035156,2602600
2009-03-11,101.29000091552734,102.76000213623047,100.93000030517578,102.76000213623047,67.27941131591797,3101500
2009-03-12,102.66000366210938,103.97000122070312,102.30999755859375,103.25,67.60018157958984,3558900
2009-03-13,102.75,103.87999725341797,102.33000183105469,102.7300033569336,67.2597885131836,2504000
2009-03-16,100.81999969482422,101.44999694824219,100.5,101.11000061035156,66.19912719726562,3265600
2009-03-17,101.72000122070312,102.33000183105469,100.38999938964844,100.55999755859375,65.83902740478516,3076200
2009-03-18,101.12000274658203,108.06999969482422,100.9000015258789,104.37000274658203,68.3335189819336,8578800
2009-03-19,105.62000274658203,105.66000366210938,104.22000122070312,104.5,68.41862487792969,3650900
2009-03-20,104.62000274658203,105.0,103.77999877929688,103.91999816894531,68.03889465332031,3479700
2009-03-23,104.29000091552734,104.41999816894531,102.97000122070312,103.0199966430664,67.44963073730469,2097000
2009-03-24,102.19000244140625,105.16000366210938,101.93000030517578,104.0,68.09129333496094,5477100
2009-03-25,103.29000091552734,103.72000122070312,102.30999755859375,102.5999984741211,67.17467498779297,2549600
2009-03-26,102.44000244140625,104.05999755859375,102.16000366210938,103.79000091552734,67.95379638671875,2385300
2009-03-27,104.1500015258789,104.93000030517578,103.55999755859375,104.55999755859375,68.45792388916016,1853900
2009-03-30,105.44000244140625,105.87000274658203,103.94000244140625,104.95999908447266,68.7198257446289,2300100
2009-03-31,105.04000091552734,105.80000305175781,105.0,105.70999908447266,69.21080017089844,1094600
2009-04-01,106.12000274658203,106.55999755859375,105.52999877929688,106.37000274658203,69.84247589111328,2383400
2009-04-02,105.88999938964844,106.06999969482422,104.83999633789062,105.06999969482422,68.98890686035156,1766300
2009-04-03,104.91000366210938,105.16000366210938,102.66000366210938,102.91999816894531,67.57720947265625,3316800
2009-04-06,103.54000091552734,103.58999633789062,102.22000122070312,102.4800033569336,67.28831481933594,1418100
2009-04-07,102.54000091552734,103.30999755859375,102.4800033569336,102.73999786376953,67.4590072631836,1312600
2009-04-08,103.06999969482422,103.86000061035156,102.94999694824219,103.6500015258789,68.0565414428711,1007800
2009-04-09,102.47000122070312,103.18000030517578,101.9800033569336,102.3499984741211,67.20294189453125,1088800
2009-04-13,102.95999908447266,103.51000213623047,102.93000030517578,103.29000091552734,67.82012176513672,946600
2009-04-14,103.25,104.20999908447266,102.93000030517578,103.83000183105469,68.17473602294922,1336000
2009-04-15,104.12999725341797,104.30000305175781,102.87999725341797,103.6500015258789,68.0565414428711,1152500
2009-04-16,102.8499984741211,103.44999694824219,102.77999877929688,102.83000183105469,67.51815795898438,1055600
2009-04-17,102.47000122070312,102.70999908447266,101.37000274658203,101.69999694824219,66.77616882324219,2582800
2009-04-20,102.62999725341797,103.4000015258789,102.44999694824219,103.23999786376953,67.78730773925781,1714400
2009-04-21,104.04000091552734,104.20999908447266,102.22000122070312,102.22000122070312,67.11761474609375,909100
2009-04-22,102.44999694824219,102.55999755859375,101.11000061035156,101.5999984741211,66.7105484008789,2278100
2009-04-23,101.3499984741211,101.75,100.94000244140625,101.58999633789062,66.70391845703125,1688300
2009-04-24,100.79000091552734,100.9800033569336,100.0999984741211,100.56999969482422,66.0341796875,2830000
2009-04-27,101.06999969482422,101.19000244140625,100.05999755859375,101.0,66.31654357910156,2294600
2009-04-28,101.5,101.58000183105469,99.08999633789062,99.3499984741211,65.23312377929688,2332500
2009-04-29,99.66999816894531,100.08000183105469,98.1500015258789,98.47000122070312,64.65538787841797,3752600
2009-04-30,97.9800033569336,98.36000061035156,97.38999938964844,98.08000183105469,64.39928436279297,2778100
2009-05-01,97.12000274658203,97.29000091552734,96.56999969482422,97.11000061035156,63.956050872802734,2772200
2009-05-04,97.36000061035156,97.81999969482422,96.79000091552734,97.43000030517578,64.16682434082031,2246700
2009-05-05,97.45999908447266,97.83000183105469,96.76000213623047,97.30999755859375,64.08775329589844,1369000
2009-05-06,97.12000274658203,98.0,97.0,97.08000183105469,63.936317443847656,2045900
2009-05-07,95.94000244140625,96.69999694824219,94.33000183105469,94.70999908447266,62.375389099121094,5755200
2009-05-08,95.0199966430664,95.38999938964844,94.63999938964844,94.94000244140625,62.526912689208984,2193400
2009-05-11,96.05000305175781,96.44999694824219,95.79000091552734,96.29000091552734,63.416046142578125,2167400
2009-05-12,96.18000030517578,97.0199966430664,95.80000305175781,96.63999938964844,63.646549224853516,2304800
2009-05-13,97.36000061035156,97.93000030517578,97.23999786376953,97.69000244140625,64.3380355834961,1917500
2009-05-14,97.5999984741211,98.25,97.30000305175781,98.06999969482422,64.58828735351562,1704600
